unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
AIM2|9447	AIM2	9447		1	159032275	159046647	-
AIMP1|9255	AIMP1	9255		4	107236767	107270379	+
AIMP2|7965	AIMP2	7965		7	6048882	6063464	+
AIPL1|23746	AIPL1	23746		17	6327060	6338519	-
AIP|9049	AIP	9049		11	67250505	67258578	+
AIRE|326	AIRE	326		21	45705763	45718110	+
AJAP1|55966	AJAP1	55966		1	4715105	4843850	+
AK1|203	AK1	203		9	130628761	130640022	-
AK2|204	AK2	204		1	33473586	33502492	-
AK3L1|205	AK3L1	205		1	65613232	65693173	+
AK3|50808	AK3	50808		9	4711158	4742043	-
AK5|26289	AK5	26289		1	77747742	78025652	+
AK7|122481	AK7	122481		14	96858448	96955112	+
AKAP10|11216	AKAP10	11216		17	19808752	19881129	-
AKAP11|11215	AKAP11	11215		13	42846289	42897402	+
AKAP12|9590	AKAP12	9590		6	151561134	151679692	+
AKAP13|11214	AKAP13	11214		15	85923871	86292586	+
AKAP14|158798	AKAP14	158798		X	119029936	119054677	+
AKAP1|8165	AKAP1	8165		17	55162553	55198709	+
AKAP2|11217	AKAP2	11217		9	112810976	112934789	+
AKAP3|10566	AKAP3	10566		12	4724677	4754343	-
AKAP4|8852	AKAP4	8852		X	49955411	49965664	-
AKAP5|9495	AKAP5	9495		14	64932217	64941220	+
AKAP6|9472	AKAP6	9472		14	32798479	33302267	+
AKAP7|9465	AKAP7	9465		6	131456871	131604673	+
AKAP8L|26993	AKAP8L	26993		19	15490859	15529833	-
AKAP8|10270	AKAP8	10270		19	15464341	15490603	-
AKAP9|10142	AKAP9	10142		7	91570189	91739986	+
AKD1|221264	AKD1	221264		6	109814059	110012415	-
AKIRIN1|79647	AKIRIN1	79647		1	39456916	39471735	+
AKIRIN2|55122	AKIRIN2	55122		6	88384579	88411985	-
AKNAD1|254268	AKNAD1	254268		1	109358532	109506111	-
AKNA|80709	AKNA	80709		9	117096433	117160752	-
AKR1A1|10327	AKR1A1	10327		1	46016498	46035720	+
AKR1B10|57016	AKR1B10	57016		7	134212344	134226165	+
AKR1B15|441282	AKR1B15	441282		7	134233849	134264300	+
AKR1B1|231	AKR1B1	231		7	134127107	134143888	-
AKR1C1|1645	AKR1C1	1645		10	4934796	5020157	+
AKR1C2|1646	AKR1C2	1646		10	4964715	5060207	-
AKR1C3|8644	AKR1C3	8644		10	5005454	5149876	+
AKR1C4|1109	AKR1C4	1109		10	5238798	5260910	+
AKR1CL1|340811	AKR1CL1	340811		10	5196655	5227150	-
AKR1D1|6718	AKR1D1	6718		7	137687070	137803050	+
AKR1E2|83592	AKR1E2	83592		10	4868402	5067607	+
AKR7A2|8574	AKR7A2	8574		1	19630459	19638640	-
AKR7A3|22977	AKR7A3	22977		1	19609057	19615280	-
AKR7L|246181	AKR7L	246181		1	19592476	19600568	-
AKT1S1|84335	AKT1S1	84335		19	50372299	50380644	-
AKT1|207	AKT1	207		14	105235689	105262080	-
AKT2|208	AKT2	208		19	40736225	40791265	-
AKT3|10000	AKT3	10000		1	243651535	244006553	-
AKTIP|64400	AKTIP	64400		16	53525193	53537170	-
ALAD|210	ALAD	210		9	116148593	116163618	-
ALAS1|211	ALAS1	211		3	52232116	52248343	+
ALAS2|212	ALAS2	212		X	55035489	55057497	-
ALB|213	ALB	213		4	74269972	74287127	+
ALCAM|214	ALCAM	214		3	105085713	105295743	+
ALDH16A1|126133	ALDH16A1	126133		19	49956473	49974304	+
ALDH18A1|5832	ALDH18A1	5832		10	97365687	97416567	-
ALDH1A1|216	ALDH1A1	216		9	75515588	75695358	-
ALDH1A2|8854	ALDH1A2	8854		15	58245628	58571462	-
ALDH1A3|220	ALDH1A3	220		15	101420009	101456828	+
ALDH1B1|219	ALDH1B1	219		9	38392702	38398655	+
ALDH1L1|10840	ALDH1L1	10840		3	125822408	125899485	-
ALDH1L2|160428	ALDH1L2	160428		12	105413564	105478341	-
ALDH2|217	ALDH2	217		12	112204346	112247782	+
ALDH3A1|218	ALDH3A1	218		17	19641300	19651746	-
ALDH3A2|224	ALDH3A2	224		17	19552064	19580908	+
ALDH3B1|221	ALDH3B1	221		11	67776048	67796741	+
ALDH3B2|222	ALDH3B2	222		11	67429634	67448685	-
ALDH4A1|8659	ALDH4A1	8659		1	19197926	19229293	-
ALDH5A1|7915	ALDH5A1	7915		6	24495197	24537434	+
ALDH6A1|4329	ALDH6A1	4329		14	74526874	74551196	-
ALDH7A1|501	ALDH7A1	501		5	125878918	125931082	-
ALDH8A1|64577	ALDH8A1	64577		6	135238529	135271244	-
ALDH9A1|223	ALDH9A1	223		1	165631449	165667900	-
ALDOA|226	ALDOA	226		16	30064472	30081734	+
ALDOB|229	ALDOB	229		9	104182842	104198062	-
ALDOC|230	ALDOC	230		17	26900134	26903951	-
ALG10B|144245	ALG10B	144245		12	38710557	38723527	+
ALG10|84920	ALG10	84920		12	34175216	34181234	+
ALG11|440138	ALG11	440138		13	52586550	52591849	+
ALG12|79087	ALG12	79087		22	50296856	50312106	-
ALG13|79868	ALG13	79868		X	110924413	111003603	+
ALG14|199857	ALG14	199857		1	95448279	95538507	-
ALG1L2|644974	ALG1L2	644974		3	129800674	129817232	+
ALG1L|200810	ALG1L	200810		3	125648118	125655882	-
ALG1|56052	ALG1	56052		16	5083703	5137378	+
ALG2|85365	ALG2	85365		9	101978708	101984246	-
ALG3|10195	ALG3	10195		3	183960117	183967313	-
ALG5|29880	ALG5	29880		13	37523910	37573504	-
ALG6|29929	ALG6	29929		1	63833261	63904232	+
ALG8|79053	ALG8	79053		11	77811988	77850699	-
ALG9|79796	ALG9	79796		11	111652920	111750153	-
ALKBH1|8846	ALKBH1	8846		14	78138749	78174356	-
ALKBH2|121642	ALKBH2	121642		12	109525993	109531293	-
ALKBH3|221120	ALKBH3	221120		11	43902357	43941825	+
ALKBH4|54784	ALKBH4	54784		7	102096697	102105288	-
ALKBH5|54890	ALKBH5	54890		17	18086867	18113265	+
ALKBH6|84964	ALKBH6	84964		19	36500022	36505141	-
ALKBH7|84266	ALKBH7	84266		19	6372444	6375040	+
ALKBH8|91801	ALKBH8	91801		11	107373454	107436461	-
ALK|238	ALK	238		2	29415641	30144432	-
ALLC|55821	ALLC	55821		2	3705786	3750258	+
ALMS1P|200420	ALMS1P	200420		2	73872046	73912692	+
ALMS1|7840	ALMS1	7840		2	73612886	73837046	+
ALOX12B|242	ALOX12B	242		17	7975954	7991021	-
ALOX12P2|245	ALOX12P2	245		17	6756895	6803667	+
ALOX12|239	ALOX12	239		17	6899384	6914054	+
ALOX15B|247	ALOX15B	247		17	7942358	7952442	+
ALOX15|246	ALOX15	246		17	4534221	4545589	-
ALOX5AP|241	ALOX5AP	241		13	31287615	31338556	+
ALOX5|240	ALOX5	240		10	45869629	45941561	+
ALOXE3|59344	ALOXE3	59344		17	7999219	8022177	-
ALPI|248	ALPI	248		2	233320833	233324740	+
ALPK1|80216	ALPK1	80216		4	113218499	113363761	+
ALPK2|115701	ALPK2	115701		18	56148484	56296189	-
ALPK3|57538	ALPK3	57538		15	85359911	85416711	+
ALPL|249	ALPL	249		1	21835858	21904904	+
ALPPL2|251	ALPPL2	251		2	233271552	233275422	+
ALPP|250	ALPP	250		2	233243348	233247597	+
ALS2CL|259173	ALS2CL	259173		3	46710679	46735171	-
ALS2CR11|151254	ALS2CR11	151254		2	202352157	202483901	-
ALS2CR12|130540	ALS2CR12	130540		2	202153148	202222101	-
ALS2CR4|65062	ALS2CR4	65062		2	202484907	202508224	-
ALS2CR8|79800	ALS2CR8	79800		2	203776978	203851060	+
ALS2|57679	ALS2	57679		2	202564987	202645895	-
ALX1|8092	ALX1	8092		12	85674036	85695559	+
ALX3|257	ALX3	257		1	110602998	110613322	-
ALX4|60529	ALX4	60529		11	44286159	44331716	-
AMAC1L2|83650	AMAC1L2	83650		8	11188495	11189695	+
AMAC1L3|643664	AMAC1L3	643664		17	7384721	7386383	+
AMAC1|146861	AMAC1	146861		17	33519539	33521412	-
AMACR|23600	AMACR	23600		5	33987906	34008206	-
AMBN|258	AMBN	258		4	71458001	71473002	+
AMBP|259	AMBP	259		9	116822410	116840752	-
AMBRA1|55626	AMBRA1	55626		11	46417964	46615571	-
AMD1|262	AMD1	262		6	111135824	111216913	+
AMDHD1|144193	AMDHD1	144193		12	96337071	96362369	+
AMDHD2|51005	AMDHD2	51005		16	2570363	2580954	+
AMELX|265	AMELX	265		X	11311533	11318880	+
AMELY|266	AMELY	266		Y	6733960	6742068	-
AMFR|267	AMFR	267		16	56395365	56459444	-
AMHR2|269	AMHR2	269		12	53817641	53825312	+
AMH|268	AMH	268		19	2249113	2252072	+
AMICA1|120425	AMICA1	120425		11	118064442	118095809	-
AMIGO1|57463	AMIGO1	57463		1	110049447	110052336	-
AMIGO2|347902	AMIGO2	347902		12	47469491	47473734	-
AMIGO3|386724	AMIGO3	386724		3	49754268	49757238	-
AMMECR1L|83607	AMMECR1L	83607		2	128619209	128643514	-
AMMECR1|9949	AMMECR1	9949		X	109437415	109683458	-
AMN1|196394	AMN1	196394		12	31824073	31882108	-
AMN|81693	AMN	81693		14	103388993	103397178	+
AMOTL1|154810	AMOTL1	154810		11	94501508	94609917	+
AMOTL2|51421	AMOTL2	51421		3	134070694	134094259	-
AMOT|154796	AMOT	154796		X	112018106	112084043	-
AMPD1|270	AMPD1	270		1	115215722	115238176	-
AMPD2|271	AMPD2	271		1	110162126	110174677	+
AMPD3|272	AMPD3	272		11	10471868	10529126	+
AMPH|273	AMPH	273		7	38423307	38671020	-
AMTN|401138	AMTN	401138		4	71384298	71398459	+
AMT|275	AMT	275		3	49454212	49460012	-
AMY1A|276|1of3	AMY1A	276	1of3	1	104198141	104207172	+
AMY1A|276|2of3	AMY1A	276	2of3	1	104292279	104301310	+
AMY1A|276|3of3	AMY1A	276	3of3	1	104230040	104239073	-
AMY2A|279	AMY2A	279		1	104159999	104168393	+
AMY2B|280	AMY2B	280		1	104078748	104153092	+
AMZ1|155185	AMZ1	155185		7	2719163	2755069	+
AMZ2P1|201283	AMZ2P1	201283		17	62962668	62971703	-
AMZ2|51321	AMZ2	51321		17	66244145	66253305	+
ANAPC10|10393	ANAPC10	10393		4	145916314	146019368	-
ANAPC11|51529	ANAPC11	51529		17	79849599	79858363	+
ANAPC13|25847	ANAPC13	25847		3	134196547	134204865	-
ANAPC16|119504	ANAPC16	119504		10	73975806	73995616	+
ANAPC1|64682	ANAPC1	64682		2	112526641	112641741	-
ANAPC2|29882	ANAPC2	29882		9	140069236	140083057	-
ANAPC4|29945	ANAPC4	29945		4	25378848	25420119	+
ANAPC5|51433	ANAPC5	51433		12	121746050	121792012	-
ANAPC7|51434	ANAPC7	51434		12	110810705	110841535	-
ANGEL1|23357	ANGEL1	23357		14	77253588	77279283	-
ANGEL2|90806	ANGEL2	90806		1	213165525	213189168	-
ANGPT1|284	ANGPT1	284		8	108261711	108510254	-
ANGPT2|285	ANGPT2	285		8	6357177	6420784	-
ANGPT4|51378	ANGPT4	51378		20	853299	896960	-
ANGPTL1|9068	ANGPTL1	9068		1	178818671	178840215	-
ANGPTL2|23452	ANGPTL2	23452		9	129849628	129885044	-
ANGPTL3|27329	ANGPTL3	27329		1	63063187	63071180	+
ANGPTL4|51129	ANGPTL4	51129		19	8429011	8439257	+
ANGPTL5|253935	ANGPTL5	253935		11	101761406	101787253	-
ANGPTL6|83854	ANGPTL6	83854		19	10203013	10213425	-
ANGPTL7|10218	ANGPTL7	10218		1	11249398	11256037	+
ANG|283	ANG	283		14	21152336	21162343	+
ANK1|286	ANK1	286		8	41510745	41754280	-
ANK2|287	ANK2	287		4	113739239	114304894	+
ANK3|288	ANK3	288		10	61788160	62493155	-
ANKAR|150709	ANKAR	150709		2	190539219	190611370	+
ANKDD1A|348094	ANKDD1A	348094		15	65204101	65251039	+
ANKFN1|162282	ANKFN1	162282		17	54230836	54560007	+
ANKFY1|51479	ANKFY1	51479		17	4066667	4167274	-
ANKHD1-EIF4EBP3|404734	ANKHD1-EIF4EBP3	404734		5	139781429	139929163	+
ANKHD1|54882	ANKHD1	54882		5	139781429	139919439	+
ANKH|56172	ANKH	56172		5	14704910	14871887	-
ANKIB1|54467	ANKIB1	54467		7	91875548	92030698	+
ANKK1|255239	ANKK1	255239		11	113258513	113271139	+
ANKLE1|126549	ANKLE1	126549		19	17392454	17398454	+
ANKLE2|23141	ANKLE2	23141		12	133302254	133338451	-
ANKMY1|51281	ANKMY1	51281		2	241418839	241500275	-
ANKMY2|57037	ANKMY2	57037		7	16639413	16685398	-
ANKRA2|57763	ANKRA2	57763		5	72848163	72861498	-
ANKRD10|55608	ANKRD10	55608		13	111530888	111567416	-
ANKRD11|29123	ANKRD11	29123		16	89334035	89556969	-
ANKRD12|23253	ANKRD12	23253		18	9136758	9285206	+
ANKRD13A|88455	ANKRD13A	88455		12	110436991	110477233	+
ANKRD13B|124930	ANKRD13B	124930		17	27916801	27941778	+
ANKRD13C|81573	ANKRD13C	81573		1	70724686	70820417	-
ANKRD13D|338692	ANKRD13D	338692		11	67056819	67069954	+
ANKRD16|54522	ANKRD16	54522		10	5903691	5931860	-
ANKRD17|26057	ANKRD17	26057		4	73940503	74124502	-
ANKRD19|138649	ANKRD19	138649		9	95571893	95650973	+
ANKRD1|27063	ANKRD1	27063		10	92671857	92681032	-
ANKRD20A3|441425|1of3	ANKRD20A3	441425	1of3	9	42368303	42411861	+
ANKRD20A3|441425|2of3	ANKRD20A3	441425	2of3	9	67926761	67970291	+
ANKRD20A3|441425|3of3	ANKRD20A3	441425	3of3	9	43089972	43133544	-
ANKRD20A4|728747	ANKRD20A4	728747		9	69381981	69425108	+
ANKRD20B|729171	ANKRD20B	729171		2	95426675	95522820	-
ANKRD22|118932	ANKRD22	118932		10	90579661	90611732	-
ANKRD23|200539	ANKRD23	200539		2	97503652	97509758	-
ANKRD24|170961	ANKRD24	170961		19	4183351	4224811	+
ANKRD26P1|124149	ANKRD26P1	124149		16	46503249	46603009	-
ANKRD26|22852	ANKRD26	22852		10	27293045	27389427	-
ANKRD27|84079	ANKRD27	84079		19	33087907	33166102	-
ANKRD28|23243	ANKRD28	23243		3	15708744	15901053	-
ANKRD29|147463	ANKRD29	147463		18	21179980	21242849	-
ANKRD2|26287	ANKRD2	26287		10	99332256	99343639	+
ANKRD30A|91074	ANKRD30A	91074		10	37414785	37521495	+
ANKRD30B|374860	ANKRD30B	374860		18	14748239	14852737	+
ANKRD31|256006	ANKRD31	256006		5	74443062	74532703	-
ANKRD32|84250	ANKRD32	84250		5	93954391	94031571	+
ANKRD33|341405	ANKRD33	341405		12	52281793	52285504	+
ANKRD34A|284615	ANKRD34A	284615		1	145470508	145475647	+
ANKRD34B|340120	ANKRD34B	340120		5	79852575	79866098	-
ANKRD34C|390616	ANKRD34C	390616		15	79575146	79590580	+
ANKRD35|148741	ANKRD35	148741		1	145549209	145568526	+
ANKRD36BP1|84832	ANKRD36BP1	84832		1	168214821	168216668	-
ANKRD36B|57730	ANKRD36B	57730		2	98109130	98206428	-
ANKRD36|375248	ANKRD36	375248		2	97779233	97930255	+
ANKRD37|353322	ANKRD37	353322		4	186317840	186321780	+
ANKRD39|51239	ANKRD39	51239		2	97513731	97523756	-
ANKRD40|91369	ANKRD40	91369		17	48770552	48785270	-
ANKRD42|338699	ANKRD42	338699		11	82905291	82967042	+
ANKRD43|134548	ANKRD43	134548		5	132149033	132152488	+
ANKRD44|91526	ANKRD44	91526		2	197831743	198175495	-
ANKRD45|339416	ANKRD45	339416		1	173577475	173639001	-
ANKRD46|157567	ANKRD46	157567		8	101521987	101572012	-
ANKRD49|54851	ANKRD49	54851		11	94227153	94232740	+
ANKRD50|57182	ANKRD50	57182		4	125585468	125633887	-
ANKRD52|283373	ANKRD52	283373		12	56631592	56652143	-
ANKRD53|79998	ANKRD53	79998		2	71205575	71212628	+
ANKRD54|129138	ANKRD54	129138		22	38226863	38240303	-
ANKRD55|79722	ANKRD55	79722		5	55395508	55529186	-
ANKRD56|345079	ANKRD56	345079		4	77816083	77819002	-
ANKRD57|65124	ANKRD57	65124		2	110371911	110376563	+
ANKRD58|347454	ANKRD58	347454		X	118892576	118894164	+
ANKRD5|63926	ANKRD5	63926		20	10015697	10037405	+
ANKRD6|22881	ANKRD6	22881		6	90142897	90343402	+
ANKRD7|56311	ANKRD7	56311		7	117864712	117882782	+
ANKRD9|122416	ANKRD9	122416		14	102973198	102976128	-
ANKS1A|23294	ANKS1A	23294		6	34857038	35085319	+
ANKS1B|56899	ANKS1B	56899		12	99129071	100378432	-
ANKS3|124401	ANKS3	124401		16	4746513	4784250	-
ANKS4B|257629	ANKS4B	257629		16	21245016	21263750	+
ANKS6|203286	ANKS6	203286		9	101494292	101558794	-
ANKZF1|55139	ANKZF1	55139		2	220094479	220101390	+
ANLN|54443	ANLN	54443		7	36429432	36493398	+
ANO10|55129	ANO10	55129		3	43407819	43663560	-
ANO1|55107	ANO1	55107		11	69924408	70035649	+
ANO2|57101	ANO2	57101		12	5671817	6055398	-
ANO3|63982	ANO3	63982		11	26210829	26684835	+
ANO4|121601	ANO4	121601		12	101111304	101522419	+
ANO5|203859	ANO5	203859		11	22214722	22304913	+
ANO6|196527	ANO6	196527		12	45609770	45834187	+
ANO7|50636	ANO7	50636		2	242127924	242164791	+
ANO8|57719	ANO8	57719		19	17434032	17445638	-
ANO9|338440	ANO9	338440		11	417930	442011	-
ANP32A|8125	ANP32A	8125		15	69070877	69113261	-
ANP32B|10541	ANP32B	10541		9	100745489	100778222	+
ANP32C|23520	ANP32C	23520		4	165118160	165118863	-
ANP32D|23519	ANP32D	23519		12	48866448	48866842	+
ANP32E|81611	ANP32E	81611		1	150190718	150208504	-
ANPEP|290	ANPEP	290		15	90328127	90358072	-
ANTXR1|84168	ANTXR1	84168		2	69240276	69476457	+
ANTXR2|118429	ANTXR2	118429		4	80822773	80994477	-
ANTXRL|195977	ANTXRL	195977		10	47658234	47701446	+
ANUBL1|93550	ANUBL1	93550		10	46111040	46168251	-
ANXA10|11199	ANXA10	11199		4	169013707	169108891	+
ANXA11|311	ANXA11	311		10	81914880	81965433	-
ANXA13|312	ANXA13	312		8	124693035	124749647	-
ANXA1|301	ANXA1	301		9	75766781	75785307	+
ANXA2P1|303	ANXA2P1	303		4	154228621	154229963	-
ANXA2P2|304	ANXA2P2	304		9	33624223	33625530	+
ANXA2P3|305	ANXA2P3	305		10	66585285	66586634	+
ANXA2|302	ANXA2	302		15	60639351	60690185	-
ANXA3|306	ANXA3	306		4	79472742	79531602	+
ANXA4|307	ANXA4	307		2	69969127	70053594	+
ANXA5|308	ANXA5	308		4	122589153	122618147	-
ANXA6|309	ANXA6	309		5	150480268	150537367	-
ANXA7|310	ANXA7	310		10	75135189	75173841	-
ANXA8L1|728113	ANXA8L1	728113		10	47158760	47168730	-
ANXA8L2|244	ANXA8L2	244		10	47746920	47770843	+
ANXA8|653145|1of2	ANXA8	653145	1of2	10	48255225	48279171	+
ANXA8|653145|2of2	ANXA8	653145	2of2	10	47011753	47174122	-
ANXA9|8416	ANXA9	8416		1	150954499	150968114	+
AOAH|313	AOAH	313		7	36552610	36764153	-
AOC2|314	AOC2	314		17	40996609	41002722	+
AOC3|8639	AOC3	8639		17	41003201	41010138	+
AOX1|316	AOX1	316		2	201450731	201536215	+
AOX2P|344454	AOX2P	344454		2	201635395	201658962	+
AP1AR|55435	AP1AR	55435		4	113152895	113191209	+
AP1B1|162	AP1B1	162		22	29723671	29784569	-
AP1G1|164	AP1G1	164		16	71762907	71842976	-
AP1G2|8906	AP1G2	8906		14	24028777	24037279	-
AP1M1|8907	AP1M1	8907		19	16308665	16346156	+
AP1M2|10053	AP1M2	10053		19	10683348	10697991	-
AP1S1|1174	AP1S1	1174		7	100797686	100804556	+
AP1S2|8905	AP1S2	8905		X	15843930	15873100	-
AP1S3|130340	AP1S3	130340		2	224620048	224702319	-
AP2A1|160	AP2A1	160		19	50270180	50310367	+
AP2A2|161	AP2A2	161		11	925841	1012239	+
AP2B1|163	AP2B1	163		17	33914282	34053433	+
AP2M1|1173	AP2M1	1173		3	183892634	183901878	+
AP2S1|1175	AP2S1	1175		19	47341423	47354203	-
AP3B1|8546	AP3B1	8546		5	77298151	77590528	-
AP3B2|8120	AP3B2	8120		15	83328034	83378635	-
AP3D1|8943	AP3D1	8943		19	2100994	2151556	-
AP3M1|26985	AP3M1	26985		10	75880016	75910826	-
AP3M2|10947	AP3M2	10947		8	42010464	42028702	+
AP3S1|1176	AP3S1	1176		5	115177619	115249776	+
AP3S2|10239	AP3S2	10239		15	90373832	90456222	-
AP4B1|10717	AP4B1	10717		1	114437677	114447741	-
AP4E1|23431	AP4E1	23431		15	51200946	51298097	+
AP4M1|9179	AP4M1	9179		7	99699130	99707941	+
AP4S1|11154	AP4S1	11154		14	31494683	31562634	+
APAF1|317	APAF1	317		12	99039078	99129204	+
APBA1|320	APBA1	320		9	72042449	72287275	-
APBA2|321	APBA2	321		15	29131168	29410514	+
APBA3|9546	APBA3	9546		19	3750771	3761673	-
APBB1IP|54518	APBB1IP	54518		10	26727266	26856730	+
APBB1|322	APBB1	322		11	6416355	6440644	-
APBB2|323	APBB2	323		4	40812045	41216635	-
APBB3|10307	APBB3	10307		5	139937853	139944189	-
APC2|10297	APC2	10297		19	1450148	1473243	+
APCDD1L|164284	APCDD1L	164284		20	57034426	57089949	-
APCDD1|147495	APCDD1	147495		18	10454625	10488697	+
APCS|325	APCS	325		1	159557616	159558660	+
APC|324	APC	324		5	112043218	112181935	+
APEH|327	APEH	327		3	49711435	49720933	+
APEX1|328	APEX1	328		14	20923290	20925925	+
APEX2|27301	APEX2	27301		X	55026780	55034211	+
APH1A|51107	APH1A	51107		1	150237799	150241532	-
APH1B|83464	APH1B	83464		15	63569749	63601324	+
API5|8539	API5	8539		11	43333505	43366080	+
APIP|51074	APIP	51074		11	34896714	34937939	-
APITD1|378708	APITD1	378708		1	10490159	10512208	+
APLF|200558	APLF	200558		2	68694691	68857856	+
APLNR|187	APLNR	187		11	57001054	57004927	-
APLN|8862	APLN	8862		X	128779326	128788914	-
APLP1|333	APLP1	333		19	36359138	36370698	+
APLP2|334	APLP2	334		11	129939716	130014705	+
APOA1BP|128240	APOA1BP	128240		1	156561558	156566601	+
APOA1|335	APOA1	335		11	116706469	116708338	-
APOA2|336	APOA2	336		1	161192083	161193418	-
APOA4|337	APOA4	337		11	116691418	116694011	-
APOA5|116519	APOA5	116519		11	116660087	116663136	-
APOB48R|55911	APOB48R	55911		16	28505993	28510282	+
APOBEC1|339	APOBEC1	339		12	7801997	7824788	-
APOBEC2|10930	APOBEC2	10930		6	41020940	41032629	+
APOBEC3A|200315	APOBEC3A	200315		22	39353527	39388783	+
APOBEC3B|9582	APOBEC3B	9582		22	39378405	39388783	+
APOBEC3C|27350	APOBEC3C	27350		22	39410265	39414823	+
APOBEC3D|140564	APOBEC3D	140564		22	39378405	39429255	+
APOBEC3F|200316	APOBEC3F	200316		22	39436673	39451973	+
APOBEC3G|60489	APOBEC3G	60489		22	39473025	39483747	+
APOBEC3H|164668	APOBEC3H	164668		22	39493290	39500070	+
APOBEC4|403314	APOBEC4	403314		1	183615418	183622448	-
APOB|338	APOB	338		2	21224302	21266945	-
APOC1P1|342	APOC1P1	342		19	45430061	45434281	+
APOC1|341	APOC1	341		19	45417577	45422606	+
APOC2|344	APOC2	344		19	45449243	45452817	+
APOC3|345	APOC3	345		11	116700624	116703787	+
APOC4|346	APOC4	346		19	45445495	45448751	+
APOD|347	APOD	347		3	195295573	195311076	-
APOE|348	APOE	348		19	45409039	45412649	+
APOF|319	APOF	319		12	56754355	56756583	-
APOH|350	APOH	350		17	64208148	64225556	-
APOL1|8542	APOL1	8542		22	36649117	36663576	+
APOL2|23780	APOL2	23780		22	36622256	36636000	-
APOL3|80833	APOL3	80833		22	36536372	36562225	-
APOL4|80832	APOL4	80832		22	36585178	36600879	-
APOL5|80831	APOL5	80831		22	36113919	36125527	+
APOL6|80830	APOL6	80830		22	36044424	36064455	+
APOLD1|81575	APOLD1	81575		12	12878851	12944397	+
APOM|55937	APOM	55937		6	31620221	31625986	+
APOOL|139322	APOOL	139322		X	84258905	84344972	+
APOO|79135	APOO	79135		X	23851481	23926050	-
APPBP2|10513	APPBP2	10513		17	58520520	58603580	-
APPL1|26060	APPL1	26060		3	57261765	57307496	+
APPL2|55198	APPL2	55198		12	105567075	105630008	-
APP|351	APP	351		21	27252862	27543446	-
APRT|353	APRT	353		16	88875879	88878342	-
APTX|54840	APTX	54840		9	32972609	33025110	-
AQP10|89872	AQP10	89872		1	154293592	154297800	+
AQP11|282679	AQP11	282679		11	77300436	77320691	+
AQP12A|375318	AQP12A	375318		2	241631262	241637899	+
AQP12B|653437	AQP12B	653437		2	241615836	241622323	-
AQP1|358	AQP1	358		7	30893010	30965131	+
AQP2|359	AQP2	359		12	50344524	50352662	+
AQP3|360	AQP3	360		9	33441154	33447590	-
AQP4|361	AQP4	361		18	24432010	24445716	-
AQP5|362	AQP5	362		12	50355279	50359461	+
AQP6|363	AQP6	363		12	50360977	50370922	+
AQP7P1|375719	AQP7P1	375719		9	67254267	67289492	-
AQP7P3|441432	AQP7P3	441432		9	42858152	42893135	+
AQP7|364	AQP7	364		9	33384949	33402517	-
AQP8|343	AQP8	343		16	25228285	25240252	+
AQP9|366	AQP9	366		15	58430395	58478110	+
AQPEP|206338	AQPEP	206338		5	115298151	115363298	+
AQR|9716	AQR	9716		15	35148553	35261995	-
ARAF|369	ARAF	369		X	47420578	47431319	+
ARAP1|116985	ARAP1	116985		11	72396115	72504750	-
ARAP2|116984	ARAP2	116984		4	35949844	36245979	-
ARAP3|64411	ARAP3	64411		5	141032969	141061800	-
ARCN1|372	ARCN1	372		11	118443102	118473745	+
ARC|23237	ARC	23237		8	143692410	143695833	-
AREG|374	AREG	374		4	75310853	75480631	+
ARF1|375	ARF1	375		1	228270361	228286912	+
ARF3|377	ARF3	377		12	49329992	49351252	-
ARF4|378	ARF4	378		3	57557092	57583215	-
ARF5|381	ARF5	381		7	127228517	127231752	+
ARF6|382	ARF6	382		14	50359736	50363771	+
ARFGAP1|55738	ARFGAP1	55738		20	61904165	61921141	+
ARFGAP2|84364	ARFGAP2	84364		11	47185854	47198419	-
ARFGAP3|26286	ARFGAP3	26286		22	43192532	43253408	-
ARFGEF1|10565	ARFGEF1	10565		8	68085747	68255912	-
ARFGEF2|10564	ARFGEF2	10564		20	47538275	47653229	+
ARFIP1|27236	ARFIP1	27236		4	153701112	153833061	+
ARFIP2|23647	ARFIP2	23647		11	6496928	6502595	-
ARFRP1|10139	ARFRP1	10139		20	62329996	62339355	-
ARG1|383	ARG1	383		6	131894365	131905468	+
ARG2|384	ARG2	384		14	68086579	68118434	+
ARGFXP2|503640	ARGFXP2	503640		17	30477389	30478590	-
ARGFX|503582	ARGFX	503582		3	121286778	121309468	+
ARGLU1|55082	ARGLU1	55082		13	107195664	107220514	-
ARHGAP10|79658	ARHGAP10	79658		4	148653453	148993926	+
ARHGAP11A|9824	ARHGAP11A	9824		15	32907345	32931868	+
ARHGAP11B|89839	ARHGAP11B	89839		15	30916697	30977809	+
ARHGAP12|94134	ARHGAP12	94134		10	32095225	32217770	-
ARHGAP15|55843	ARHGAP15	55843		2	143886899	144525920	+
ARHGAP17|55114	ARHGAP17	55114		16	24930714	25026675	-
ARHGAP18|93663	ARHGAP18	93663		6	129898241	130031370	-
ARHGAP19|84986	ARHGAP19	84986		10	98912804	99052413	-
ARHGAP1|392	ARHGAP1	392		11	46698634	46722120	-
ARHGAP20|57569	ARHGAP20	57569		11	110447766	110583912	-
ARHGAP21|57584	ARHGAP21	57584		10	24872538	25012597	-
