unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-mir-525|MI0003152	hsa-mir-525	MI0003152	pre-mir	19	53697533	53697617	+		
hsa-mir-523|MI0003153	hsa-mir-523	MI0003153	pre-mir	19	53698385	53698471	+		
hsa-mir-518f|MI0003154	hsa-mir-518f	MI0003154	pre-mir	19	53700015	53700101	+		
hsa-mir-520b|MI0003155	hsa-mir-520b	MI0003155	pre-mir	19	53701227	53701287	+		
hsa-mir-518b|MI0003156	hsa-mir-518b	MI0003156	pre-mir	19	53702737	53702819	+		
hsa-mir-526a-1|MI0003157	hsa-mir-526a-1	MI0003157	pre-mir	19	53706252	53706336	+		
hsa-mir-520c|MI0003158	hsa-mir-520c	MI0003158	pre-mir	19	53707453	53707539	+		
hsa-mir-518c|MI0003159	hsa-mir-518c	MI0003159	pre-mir	19	53708735	53708835	+		
hsa-mir-524|MI0003160	hsa-mir-524	MI0003160	pre-mir	19	53711002	53711088	+		
hsa-mir-517a|MI0003161	hsa-mir-517a	MI0003161	pre-mir	19	53712268	53712354	+		
hsa-mir-519d|MI0003162	hsa-mir-519d	MI0003162	pre-mir	19	53713347	53713434	+		
hsa-mir-521-2|MI0003163	hsa-mir-521-2	MI0003163	pre-mir	19	53716594	53716680	+		
hsa-mir-520d|MI0003164	hsa-mir-520d	MI0003164	pre-mir	19	53720096	53720182	+		
hsa-mir-517b|MI0003165	hsa-mir-517b	MI0003165	pre-mir	19	53721076	53721142	+		
hsa-mir-520g|MI0003166	hsa-mir-520g	MI0003166	pre-mir	19	53722166	53722255	+		
hsa-mir-516b-2|MI0003167	hsa-mir-516b-2	MI0003167	pre-mir	19	53725442	53725526	+		
hsa-mir-526a-2|MI0003168	hsa-mir-526a-2	MI0003168	pre-mir	19	53726922	53726986	+		
hsa-mir-518e|MI0003169	hsa-mir-518e	MI0003169	pre-mir	19	53729838	53729925	+		
hsa-mir-518a-1|MI0003170	hsa-mir-518a-1	MI0003170	pre-mir	19	53731006	53731090	+		
hsa-mir-518d|MI0003171	hsa-mir-518d	MI0003171	pre-mir	19	53734877	53734963	+		
hsa-mir-516b-1|MI0003172	hsa-mir-516b-1	MI0003172	pre-mir	19	53736845	53736934	+		
hsa-mir-518a-2|MI0003173	hsa-mir-518a-2	MI0003173	pre-mir	19	53739333	53739419	+		
hsa-mir-517c|MI0003174	hsa-mir-517c	MI0003174	pre-mir	19	53741313	53741407	+		
hsa-mir-520h|MI0003175	hsa-mir-520h	MI0003175	pre-mir	19	53742512	53742599	+		
hsa-mir-521-1|MI0003176	hsa-mir-521-1	MI0003176	pre-mir	19	53748636	53748722	+		
hsa-mir-522|MI0003177	hsa-mir-522	MI0003177	pre-mir	19	53751211	53751297	+		
hsa-mir-519a-1|MI0003178	hsa-mir-519a-1	MI0003178	pre-mir	19	53752397	53752481	+		
hsa-mir-527|MI0003179	hsa-mir-527	MI0003179	pre-mir	19	53754018	53754102	+		
hsa-mir-516a-1|MI0003180	hsa-mir-516a-1	MI0003180	pre-mir	19	53756741	53756830	+		
hsa-mir-516a-2|MI0003181	hsa-mir-516a-2	MI0003181	pre-mir	19	53761133	53761222	+		
hsa-mir-519a-2|MI0003182	hsa-mir-519a-2	MI0003182	pre-mir	19	53762344	53762430	+		
hsa-mir-499a|MI0003183	hsa-mir-499a	MI0003183	pre-mir	20	34990376	34990497	+		
hsa-mir-500a|MI0003184	hsa-mir-500a	MI0003184	pre-mir	X	50008431	50008514	+		
hsa-mir-501|MI0003185	hsa-mir-501	MI0003185	pre-mir	X	50009722	50009805	+		
hsa-mir-502|MI0003186	hsa-mir-502	MI0003186	pre-mir	X	50014598	50014683	+		
hsa-mir-450a-2|MI0003187	hsa-mir-450a-2	MI0003187	pre-mir	X	134540508	134540607	-		
hsa-mir-503|MI0003188	hsa-mir-503	MI0003188	pre-mir	X	134546328	134546398	-		
hsa-mir-504|MI0003189	hsa-mir-504	MI0003189	pre-mir	X	138667711	138667793	-		
hsa-mir-505|MI0003190	hsa-mir-505	MI0003190	pre-mir	X	139924148	139924231	-		
hsa-mir-513a-1|MI0003191	hsa-mir-513a-1	MI0003191	pre-mir	X	147213463	147213591	-		
hsa-mir-513a-2|MI0003192	hsa-mir-513a-2	MI0003192	pre-mir	X	147225826	147225952	-		
hsa-mir-506|MI0003193	hsa-mir-506	MI0003193	pre-mir	X	147230720	147230843	-		
hsa-mir-507|MI0003194	hsa-mir-507	MI0003194	pre-mir	X	147230984	147231077	-		
hsa-mir-508|MI0003195	hsa-mir-508	MI0003195	pre-mir	X	147236913	147237027	-		
hsa-mir-509-1|MI0003196	hsa-mir-509-1	MI0003196	pre-mir	X	147260532	147260625	-		
hsa-mir-510|MI0003197	hsa-mir-510	MI0003197	pre-mir	X	147272335	147272408	-		
hsa-mir-514a-1|MI0003198	hsa-mir-514a-1	MI0003198	pre-mir	X	147279247	147279344	-		
hsa-mir-514a-2|MI0003199	hsa-mir-514a-2	MI0003199	pre-mir	X	147281943	147282030	-		
hsa-mir-514a-3|MI0003200	hsa-mir-514a-3	MI0003200	pre-mir	X	147284641	147284728	-		
hsa-mir-532|MI0003205	hsa-mir-532	MI0003205	pre-mir	X	50003148	50003238	+		
hsa-mir-455|MI0003513	hsa-mir-455	MI0003513	pre-mir	9	114209434	114209529	+		
hsa-mir-539|MI0003514	hsa-mir-539	MI0003514	pre-mir	14	101047321	101047398	+		
hsa-mir-544a|MI0003515	hsa-mir-544a	MI0003515	pre-mir	14	101048658	101048748	+		
hsa-mir-545|MI0003516	hsa-mir-545	MI0003516	pre-mir	X	74287104	74287209	-		
hsa-mir-376a-2|MI0003529	hsa-mir-376a-2	MI0003529	pre-mir	14	101040069	101040148	+		
hsa-mir-487b|MI0003530	hsa-mir-487b	MI0003530	pre-mir	14	101046455	101046538	+		
hsa-mir-551a|MI0003556	hsa-mir-551a	MI0003556	pre-mir	1	3560695	3560790	-		
hsa-mir-552|MI0003557	hsa-mir-552	MI0003557	pre-mir	1	34669599	34669694	-		
hsa-mir-553|MI0003558	hsa-mir-553	MI0003558	pre-mir	1	100281241	100281308	+		
hsa-mir-554|MI0003559	hsa-mir-554	MI0003559	pre-mir	1	151545796	151545891	+		
hsa-mir-92b|MI0003560	hsa-mir-92b	MI0003560	pre-mir	1	155195177	155195272	+		
hsa-mir-555|MI0003561	hsa-mir-555	MI0003561	pre-mir	1	155346350	155346445	-		
hsa-mir-556|MI0003562	hsa-mir-556	MI0003562	pre-mir	1	162342546	162342640	+		
hsa-mir-557|MI0003563	hsa-mir-557	MI0003563	pre-mir	1	168375524	168375621	+		
hsa-mir-558|MI0003564	hsa-mir-558	MI0003564	pre-mir	2	32532153	32532246	+		
hsa-mir-559|MI0003565	hsa-mir-559	MI0003565	pre-mir	2	47377675	47377770	+		
hsa-mir-561|MI0003567	hsa-mir-561	MI0003567	pre-mir	2	188297492	188297588	+		
hsa-mir-562|MI0003568	hsa-mir-562	MI0003568	pre-mir	2	232172653	232172747	+		
hsa-mir-563|MI0003569	hsa-mir-563	MI0003569	pre-mir	3	15873771	15873849	+		
hsa-mir-564|MI0003570	hsa-mir-564	MI0003570	pre-mir	3	44861888	44861981	+		
hsa-mir-566|MI0003572	hsa-mir-566	MI0003572	pre-mir	3	50173326	50173419	+		
hsa-mir-567|MI0003573	hsa-mir-567	MI0003573	pre-mir	3	112112801	112112898	+		
hsa-mir-568|MI0003574	hsa-mir-568	MI0003574	pre-mir	3	114316475	114316569	-		
hsa-mir-551b|MI0003575	hsa-mir-551b	MI0003575	pre-mir	3	168551854	168551949	+		
hsa-mir-569|MI0003576	hsa-mir-569	MI0003576	pre-mir	3	171106664	171106759	-		
hsa-mir-570|MI0003577	hsa-mir-570	MI0003577	pre-mir	3	195699401	195699497	+		
hsa-mir-571|MI0003578	hsa-mir-571	MI0003578	pre-mir	4	350157	350252	+		
hsa-mir-572|MI0003579	hsa-mir-572	MI0003579	pre-mir	4	11368827	11368921	+		
hsa-mir-573|MI0003580	hsa-mir-573	MI0003580	pre-mir	4	24520192	24520290	-		
hsa-mir-574|MI0003581	hsa-mir-574	MI0003581	pre-mir	4	38868032	38868127	+		
hsa-mir-575|MI0003582	hsa-mir-575	MI0003582	pre-mir	4	82753337	82753430	-		
hsa-mir-576|MI0003583	hsa-mir-576	MI0003583	pre-mir	4	109488698	109488795	+		
hsa-mir-577|MI0003584	hsa-mir-577	MI0003584	pre-mir	4	114656759	114656854	+		
hsa-mir-578|MI0003585	hsa-mir-578	MI0003585	pre-mir	4	165386242	165386337	+		
hsa-mir-579|MI0003586	hsa-mir-579	MI0003586	pre-mir	5	32394378	32394475	-		
hsa-mir-580|MI0003587	hsa-mir-580	MI0003587	pre-mir	5	36147892	36147988	-		
hsa-mir-581|MI0003588	hsa-mir-581	MI0003588	pre-mir	5	53951504	53951599	-		
hsa-mir-582|MI0003589	hsa-mir-582	MI0003589	pre-mir	5	59703606	59703703	-		
hsa-mir-583|MI0003590	hsa-mir-583	MI0003590	pre-mir	5	96079138	96079212	+		
hsa-mir-584|MI0003591	hsa-mir-584	MI0003591	pre-mir	5	149062313	149062409	-		
hsa-mir-585|MI0003592	hsa-mir-585	MI0003592	pre-mir	5	169263601	169263694	-		
hsa-mir-548a-1|MI0003593	hsa-mir-548a-1	MI0003593	pre-mir	6	18571784	18571880	+		
hsa-mir-586|MI0003594	hsa-mir-586	MI0003594	pre-mir	6	45197674	45197770	-		
hsa-mir-587|MI0003595	hsa-mir-587	MI0003595	pre-mir	6	106784125	106784220	+		
hsa-mir-548b|MI0003596	hsa-mir-548b	MI0003596	pre-mir	6	119069047	119069143	-		
hsa-mir-588|MI0003597	hsa-mir-588	MI0003597	pre-mir	6	126484631	126484713	+		
hsa-mir-548a-2|MI0003598	hsa-mir-548a-2	MI0003598	pre-mir	6	135239160	135239256	+		
hsa-mir-589|MI0003599	hsa-mir-589	MI0003599	pre-mir	7	5495819	5495917	-		
hsa-mir-550a-1|MI0003600	hsa-mir-550a-1	MI0003600	pre-mir	7	30289794	30289890	+		
hsa-mir-550a-2|MI0003601	hsa-mir-550a-2	MI0003601	pre-mir	7	32732981	32733077	+		
hsa-mir-590|MI0003602	hsa-mir-590	MI0003602	pre-mir	7	74191198	74191294	+		
hsa-mir-591|MI0003603	hsa-mir-591	MI0003603	pre-mir	7	96219662	96219756	-		
hsa-mir-592|MI0003604	hsa-mir-592	MI0003604	pre-mir	7	127058088	127058184	-		
hsa-mir-593|MI0003605	hsa-mir-593	MI0003605	pre-mir	7	128081861	128081960	+		
hsa-mir-595|MI0003607	hsa-mir-595	MI0003607	pre-mir	7	158532718	158532813	-		
hsa-mir-596|MI0003608	hsa-mir-596	MI0003608	pre-mir	8	1817231	1817307	+		
hsa-mir-597|MI0003609	hsa-mir-597	MI0003609	pre-mir	8	9741672	9741768	+		
hsa-mir-598|MI0003610	hsa-mir-598	MI0003610	pre-mir	8	11035206	11035302	-		
hsa-mir-599|MI0003611	hsa-mir-599	MI0003611	pre-mir	8	99536636	99536730	-		
hsa-mir-548a-3|MI0003612	hsa-mir-548a-3	MI0003612	pre-mir	8	104484369	104484465	-		
hsa-mir-600|MI0003613	hsa-mir-600	MI0003613	pre-mir	9	123111546	123111643	-		
hsa-mir-601|MI0003614	hsa-mir-601	MI0003614	pre-mir	9	123402525	123402603	-		
hsa-mir-602|MI0003615	hsa-mir-602	MI0003615	pre-mir	9	137838419	137838516	+		
hsa-mir-603|MI0003616	hsa-mir-603	MI0003616	pre-mir	10	24275685	24275781	+		
hsa-mir-604|MI0003617	hsa-mir-604	MI0003617	pre-mir	10	29545004	29545097	-		
hsa-mir-605|MI0003618	hsa-mir-605	MI0003618	pre-mir	10	51299573	51299655	+		
hsa-mir-606|MI0003619	hsa-mir-606	MI0003619	pre-mir	10	75552458	75552553	+		
hsa-mir-607|MI0003620	hsa-mir-607	MI0003620	pre-mir	10	96828669	96828764	-		
hsa-mir-608|MI0003621	hsa-mir-608	MI0003621	pre-mir	10	100974985	100975084	+		
hsa-mir-609|MI0003622	hsa-mir-609	MI0003622	pre-mir	10	104218789	104218883	-		
hsa-mir-610|MI0003623	hsa-mir-610	MI0003623	pre-mir	11	28056815	28056910	+		
hsa-mir-611|MI0003624	hsa-mir-611	MI0003624	pre-mir	11	61792495	61792561	-		
hsa-mir-612|MI0003625	hsa-mir-612	MI0003625	pre-mir	11	65444458	65444557	+		
hsa-mir-613|MI0003626	hsa-mir-613	MI0003626	pre-mir	12	12764649	12764743	+		
hsa-mir-614|MI0003627	hsa-mir-614	MI0003627	pre-mir	12	12915829	12915918	+		
hsa-mir-615|MI0003628	hsa-mir-615	MI0003628	pre-mir	12	54033950	54034045	+		
hsa-mir-616|MI0003629	hsa-mir-616	MI0003629	pre-mir	12	57519163	57519259	-		
hsa-mir-548c|MI0003630	hsa-mir-548c	MI0003630	pre-mir	12	64622509	64622605	+		
hsa-mir-617|MI0003631	hsa-mir-617	MI0003631	pre-mir	12	80832533	80832629	-		
hsa-mir-618|MI0003632	hsa-mir-618	MI0003632	pre-mir	12	80935736	80935833	-		
hsa-mir-619|MI0003633	hsa-mir-619	MI0003633	pre-mir	12	108836908	108837006	-		
hsa-mir-620|MI0003634	hsa-mir-620	MI0003634	pre-mir	12	116148560	116148654	-		
hsa-mir-621|MI0003635	hsa-mir-621	MI0003635	pre-mir	13	40810766	40810861	+		
hsa-mir-622|MI0003636	hsa-mir-622	MI0003636	pre-mir	13	90231182	90231277	+		
hsa-mir-623|MI0003637	hsa-mir-623	MI0003637	pre-mir	13	99356131	99356228	+		
hsa-mir-624|MI0003638	hsa-mir-624	MI0003638	pre-mir	14	31014646	31014742	-		
hsa-mir-625|MI0003639	hsa-mir-625	MI0003639	pre-mir	14	65471102	65471186	+		
hsa-mir-626|MI0003640	hsa-mir-626	MI0003640	pre-mir	15	41691585	41691678	+		
hsa-mir-627|MI0003641	hsa-mir-627	MI0003641	pre-mir	15	42199570	42199666	-		
hsa-mir-628|MI0003642	hsa-mir-628	MI0003642	pre-mir	15	55372940	55373034	-		
hsa-mir-629|MI0003643	hsa-mir-629	MI0003643	pre-mir	15	70079372	70079468	-		
hsa-mir-630|MI0003644	hsa-mir-630	MI0003644	pre-mir	15	72587217	72587313	+		
hsa-mir-631|MI0003645	hsa-mir-631	MI0003645	pre-mir	15	75353611	75353685	-		
hsa-mir-33b|MI0003646	hsa-mir-33b	MI0003646	pre-mir	17	17813836	17813931	-		
hsa-mir-632|MI0003647	hsa-mir-632	MI0003647	pre-mir	17	32350109	32350202	+		
hsa-mir-633|MI0003648	hsa-mir-633	MI0003648	pre-mir	17	62944215	62944312	+		
hsa-mir-634|MI0003649	hsa-mir-634	MI0003649	pre-mir	17	66787072	66787168	+		
hsa-mir-635|MI0003650	hsa-mir-635	MI0003650	pre-mir	17	68424451	68424548	-		
hsa-mir-636|MI0003651	hsa-mir-636	MI0003651	pre-mir	17	76736450	76736548	-		
hsa-mir-637|MI0003652	hsa-mir-637	MI0003652	pre-mir	19	3961414	3961512	-		
hsa-mir-638|MI0003653	hsa-mir-638	MI0003653	pre-mir	19	10718404	10718503	+		
hsa-mir-639|MI0003654	hsa-mir-639	MI0003654	pre-mir	19	14529543	14529640	+		
hsa-mir-640|MI0003655	hsa-mir-640	MI0003655	pre-mir	19	19435063	19435158	+		
hsa-mir-641|MI0003656	hsa-mir-641	MI0003656	pre-mir	19	40282543	40282641	-		
hsa-mir-642a|MI0003657	hsa-mir-642a	MI0003657	pre-mir	19	45674928	45675024	+		
hsa-mir-643|MI0003658	hsa-mir-643	MI0003658	pre-mir	19	52281797	52281893	+		
hsa-mir-644a|MI0003659	hsa-mir-644a	MI0003659	pre-mir	20	34466325	34466418	+		
hsa-mir-645|MI0003660	hsa-mir-645	MI0003660	pre-mir	20	50585786	50585879	+		
hsa-mir-646|MI0003661	hsa-mir-646	MI0003661	pre-mir	20	60308474	60308567	+		
hsa-mir-647|MI0003662	hsa-mir-647	MI0003662	pre-mir	20	63942631	63942726	-		
hsa-mir-648|MI0003663	hsa-mir-648	MI0003663	pre-mir	22	17980868	17980961	-		
hsa-mir-649|MI0003664	hsa-mir-649	MI0003664	pre-mir	22	21034176	21034272	-		
hsa-mir-650|MI0003665	hsa-mir-650	MI0003665	pre-mir	22	22822776	22822871	+		
hsa-mir-651|MI0003666	hsa-mir-651	MI0003666	pre-mir	X	8126965	8127061	+		
hsa-mir-652|MI0003667	hsa-mir-652	MI0003667	pre-mir	X	110055329	110055426	+		
hsa-mir-548d-1|MI0003668	hsa-mir-548d-1	MI0003668	pre-mir	8	123348034	123348130	-		
hsa-mir-661|MI0003669	hsa-mir-661	MI0003669	pre-mir	8	143945191	143945279	-		
hsa-mir-662|MI0003670	hsa-mir-662	MI0003670	pre-mir	16	770183	770277	+		
hsa-mir-548d-2|MI0003671	hsa-mir-548d-2	MI0003671	pre-mir	17	67471489	67471585	-		
hsa-mir-663a|MI0003672	hsa-mir-663a	MI0003672	pre-mir	20	26208186	26208278	-		
hsa-mir-449b|MI0003673	hsa-mir-449b	MI0003673	pre-mir	5	55170646	55170742	-		
hsa-mir-653|MI0003674	hsa-mir-653	MI0003674	pre-mir	7	93482760	93482855	-		
hsa-mir-411|MI0003675	hsa-mir-411	MI0003675	pre-mir	14	101023325	101023420	+		
hsa-mir-654|MI0003676	hsa-mir-654	MI0003676	pre-mir	14	101040219	101040299	+		
hsa-mir-655|MI0003677	hsa-mir-655	MI0003677	pre-mir	14	101049550	101049646	+		
hsa-mir-656|MI0003678	hsa-mir-656	MI0003678	pre-mir	14	101066724	101066801	+		
hsa-mir-549a|MI0003679	hsa-mir-549a	MI0003679	pre-mir	15	80841978	80842073	-		
hsa-mir-657|MI0003681	hsa-mir-657	MI0003681	pre-mir	17	81125276	81125373	-		
hsa-mir-658|MI0003682	hsa-mir-658	MI0003682	pre-mir	22	37844272	37844371	-		
hsa-mir-659|MI0003683	hsa-mir-659	MI0003683	pre-mir	22	37847678	37847774	-		
hsa-mir-660|MI0003684	hsa-mir-660	MI0003684	pre-mir	X	50013241	50013337	+		
hsa-mir-421|MI0003685	hsa-mir-421	MI0003685	pre-mir	X	74218377	74218461	-		
hsa-mir-542|MI0003686	hsa-mir-542	MI0003686	pre-mir	X	134541341	134541437	-		
hsa-mir-758|MI0003757	hsa-mir-758	MI0003757	pre-mir	14	101026020	101026107	+		
hsa-mir-1264|MI0003758	hsa-mir-1264	MI0003758	pre-mir	X	114652655	114652723	+		
hsa-mir-671|MI0003760	hsa-mir-671	MI0003760	pre-mir	7	151238421	151238538	+		
hsa-mir-668|MI0003761	hsa-mir-668	MI0003761	pre-mir	14	101055258	101055323	+		
hsa-mir-767|MI0003763	hsa-mir-767	MI0003763	pre-mir	X	152393421	152393529	-		
hsa-mir-1224|MI0003764	hsa-mir-1224	MI0003764	pre-mir	3	184241405	184241489	+		
hsa-mir-320b-1|MI0003776	hsa-mir-320b-1	MI0003776	pre-mir	1	116671749	116671827	+		
hsa-mir-320c-1|MI0003778	hsa-mir-320c-1	MI0003778	pre-mir	18	21683510	21683597	+		
hsa-mir-1296|MI0003780	hsa-mir-1296	MI0003780	pre-mir	10	63372957	63373048	-		
hsa-mir-1468|MI0003782	hsa-mir-1468	MI0003782	pre-mir	X	63786002	63786087	-		
hsa-mir-1323|MI0003786	hsa-mir-1323	MI0003786	pre-mir	19	53671968	53672040	+		
hsa-mir-1271|MI0003814	hsa-mir-1271	MI0003814	pre-mir	5	176367946	176368031	+		
hsa-mir-1301|MI0003815	hsa-mir-1301	MI0003815	pre-mir	2	25328640	25328721	-		
hsa-mir-454|MI0003820	hsa-mir-454	MI0003820	pre-mir	17	59137758	59137872	-		
hsa-mir-1185-2|MI0003821	hsa-mir-1185-2	MI0003821	pre-mir	14	101044198	101044283	+		
hsa-mir-449c|MI0003823	hsa-mir-449c	MI0003823	pre-mir	5	55172262	55172353	-		
hsa-mir-1283-1|MI0003832	hsa-mir-1283-1	MI0003832	pre-mir	19	53688481	53688567	+		
hsa-mir-769|MI0003834	hsa-mir-769	MI0003834	pre-mir	19	46018932	46019049	+		
hsa-mir-766|MI0003836	hsa-mir-766	MI0003836	pre-mir	X	119646738	119646848	-		
hsa-mir-320b-2|MI0003839	hsa-mir-320b-2	MI0003839	pre-mir	1	224257004	224257141	-		
hsa-mir-1185-1|MI0003844	hsa-mir-1185-1	MI0003844	pre-mir	14	101042977	101043062	+		
hsa-mir-762|MI0003892	hsa-mir-762	MI0003892	pre-mir	16	30893903	30893985	+		
hsa-mir-802|MI0003906	hsa-mir-802	MI0003906	pre-mir	21	35720715	35720808	+		
hsa-mir-670|MI0003933	hsa-mir-670	MI0003933	pre-mir	11	43559656	43559753	+		
hsa-mir-1298|MI0003938	hsa-mir-1298	MI0003938	pre-mir	X	114715233	114715344	+		
hsa-mir-2113|MI0003939	hsa-mir-2113	MI0003939	pre-mir	6	98024531	98024621	+		
hsa-mir-761|MI0003941	hsa-mir-761	MI0003941	pre-mir	1	51836344	51836402	-		
hsa-mir-764|MI0003944	hsa-mir-764	MI0003944	pre-mir	X	114639435	114639519	+		
hsa-mir-759|MI0004065	hsa-mir-759	MI0004065	pre-mir	13	52810050	52810140	+		
hsa-mir-765|MI0005116	hsa-mir-765	MI0005116	pre-mir	1	156936131	156936244	-		
hsa-mir-770|MI0005118	hsa-mir-770	MI0005118	pre-mir	14	100852390	100852487	+		
hsa-mir-675|MI0005416	hsa-mir-675	MI0005416	pre-mir	11	1996759	1996831	-		
hsa-mir-298|MI0005523	hsa-mir-298	MI0005523	pre-mir	20	58818226	58818313	-		
hsa-mir-891a|MI0005524	hsa-mir-891a	MI0005524	pre-mir	X	146027794	146027872	-		
hsa-mir-300|MI0005525	hsa-mir-300	MI0005525	pre-mir	14	101041363	101041445	+		
hsa-mir-892a|MI0005528	hsa-mir-892a	MI0005528	pre-mir	X	145996669	145996743	-		
hsa-mir-509-2|MI0005530	hsa-mir-509-2	MI0005530	pre-mir	X	147258760	147258850	-		
hsa-mir-450b|MI0005531	hsa-mir-450b	MI0005531	pre-mir	X	134540185	134540262	-		
hsa-mir-874|MI0005532	hsa-mir-874	MI0005532	pre-mir	5	137647572	137647649	-		
hsa-mir-890|MI0005533	hsa-mir-890	MI0005533	pre-mir	X	145994275	145994351	-		
hsa-mir-891b|MI0005534	hsa-mir-891b	MI0005534	pre-mir	X	146001053	146001131	-		
hsa-mir-888|MI0005537	hsa-mir-888	MI0005537	pre-mir	X	145994784	145994860	-		
hsa-mir-892b|MI0005538	hsa-mir-892b	MI0005538	pre-mir	X	145997198	145997274	-		
hsa-mir-541|MI0005539	hsa-mir-541	MI0005539	pre-mir	14	101064495	101064578	+		
hsa-mir-889|MI0005540	hsa-mir-889	MI0005540	pre-mir	14	101047901	101047979	+		
hsa-mir-875|MI0005541	hsa-mir-875	MI0005541	pre-mir	8	99536786	99536861	-		
hsa-mir-876|MI0005542	hsa-mir-876	MI0005542	pre-mir	9	28863626	28863706	-		
hsa-mir-708|MI0005543	hsa-mir-708	MI0005543	pre-mir	11	79402022	79402109	-		
hsa-mir-147b|MI0005544	hsa-mir-147b	MI0005544	pre-mir	15	45433050	45433129	+		
hsa-mir-190b|MI0005545	hsa-mir-190b	MI0005545	pre-mir	1	154193665	154193743	-		
hsa-mir-744|MI0005559	hsa-mir-744	MI0005559	pre-mir	17	12081899	12081996	+		
hsa-mir-885|MI0005560	hsa-mir-885	MI0005560	pre-mir	3	10394489	10394562	-		
hsa-mir-877|MI0005561	hsa-mir-877	MI0005561	pre-mir	6	30584332	30584417	+		
hsa-mir-887|MI0005562	hsa-mir-887	MI0005562	pre-mir	5	15935182	15935260	+		
hsa-mir-665|MI0005563	hsa-mir-665	MI0005563	pre-mir	14	100875033	100875104	+		
hsa-mir-873|MI0005564	hsa-mir-873	MI0005564	pre-mir	9	28888879	28888955	-		
hsa-mir-543|MI0005565	hsa-mir-543	MI0005565	pre-mir	14	101031987	101032064	+		
hsa-mir-374b|MI0005566	hsa-mir-374b	MI0005566	pre-mir	X	74218547	74218618	-		
hsa-mir-760|MI0005567	hsa-mir-760	MI0005567	pre-mir	1	93846832	93846911	+		
hsa-mir-301b|MI0005568	hsa-mir-301b	MI0005568	pre-mir	22	21652981	21653058	+		
hsa-mir-216b|MI0005569	hsa-mir-216b	MI0005569	pre-mir	2	56000714	56000795	-		
hsa-mir-208b|MI0005570	hsa-mir-208b	MI0005570	pre-mir	14	23417987	23418063	-		
hsa-mir-920|MI0005712	hsa-mir-920	MI0005712	pre-mir	12	24212421	24212495	+		
hsa-mir-921|MI0005713	hsa-mir-921	MI0005713	pre-mir	1	166154743	166154798	-		
hsa-mir-922|MI0005714	hsa-mir-922	MI0005714	pre-mir	3	197674496	197674576	-		
hsa-mir-924|MI0005716	hsa-mir-924	MI0005716	pre-mir	18	39622123	39622175	-		
hsa-mir-509-3|MI0005717	hsa-mir-509-3	MI0005717	pre-mir	X	147259652	147259726	-		
hsa-mir-933|MI0005755	hsa-mir-933	MI0005755	pre-mir	2	175167633	175167709	-		
hsa-mir-934|MI0005756	hsa-mir-934	MI0005756	pre-mir	X	136550878	136550960	+		
hsa-mir-935|MI0005757	hsa-mir-935	MI0005757	pre-mir	19	53982307	53982397	+		
hsa-mir-936|MI0005758	hsa-mir-936	MI0005758	pre-mir	10	104048089	104048186	-		
hsa-mir-937|MI0005759	hsa-mir-937	MI0005759	pre-mir	8	143812957	143813042	-		
hsa-mir-938|MI0005760	hsa-mir-938	MI0005760	pre-mir	10	29602264	29602346	-		
hsa-mir-939|MI0005761	hsa-mir-939	MI0005761	pre-mir	8	144394149	144394230	-		
hsa-mir-940|MI0005762	hsa-mir-940	MI0005762	pre-mir	16	2271747	2271840	+		
hsa-mir-941-1|MI0005763	hsa-mir-941-1	MI0005763	pre-mir	20	63919449	63919520	+		
hsa-mir-941-2|MI0005764	hsa-mir-941-2	MI0005764	pre-mir	20	63919505	63919576	+		
hsa-mir-941-3|MI0005765	hsa-mir-941-3	MI0005765	pre-mir	20	63919561	63919632	+		
hsa-mir-941-4|MI0005766	hsa-mir-941-4	MI0005766	pre-mir	20	63919756	63919827	+		
hsa-mir-942|MI0005767	hsa-mir-942	MI0005767	pre-mir	1	117094643	117094728	+		
hsa-mir-943|MI0005768	hsa-mir-943	MI0005768	pre-mir	4	1986384	1986477	-		
hsa-mir-944|MI0005769	hsa-mir-944	MI0005769	pre-mir	3	189829922	189830009	+		
hsa-mir-297|MI0005775	hsa-mir-297	MI0005775	pre-mir	4	110860582	110860647	-		
hsa-mir-1178|MI0006271	hsa-mir-1178	MI0006271	pre-mir	12	119713634	119713724	-		
hsa-mir-1179|MI0006272	hsa-mir-1179	MI0006272	pre-mir	15	88608107	88608197	+		
hsa-mir-1180|MI0006273	hsa-mir-1180	MI0006273	pre-mir	17	19344506	19344574	-		
hsa-mir-1181|MI0006274	hsa-mir-1181	MI0006274	pre-mir	19	10403458	10403538	-		
hsa-mir-1182|MI0006275	hsa-mir-1182	MI0006275	pre-mir	1	231019828	231019924	-		
hsa-mir-1183|MI0006276	hsa-mir-1183	MI0006276	pre-mir	7	21471058	21471146	+		
hsa-mir-1184-1|MI0006277	hsa-mir-1184-1	MI0006277	pre-mir	X	154887360	154887458	-		
hsa-mir-1225|MI0006311	hsa-mir-1225	MI0006311	pre-mir	16	2090195	2090284	-		
hsa-mir-1226|MI0006313	hsa-mir-1226	MI0006313	pre-mir	3	47849555	47849629	+		
hsa-mir-1227|MI0006316	hsa-mir-1227	MI0006316	pre-mir	19	2234062	2234149	-		
hsa-mir-1228|MI0006318	hsa-mir-1228	MI0006318	pre-mir	12	57194504	57194576	+		
