probe-id	chromosome	start	stop	strand	genes
cg00498604	4	165872636	165872638	-	TLL1
cg00499599	21	46286477	46286479	-	MCM3AP;YBEY
cg00499822	10	44386102	44386104	-	CXCL12
cg00500400	22	41091278	41091280	+	EP300;MIR1281
cg00501366	17	8089157	8089159	-	ALOX12B
cg00502442	6	157380860	157380862	+	AL117344.2;ZDHHC14
cg00503458	1	155934647	155934649	+	KHDC4
cg00503840	7	97021196	97021198	-	DLX5
cg00504595	13	23570845	23570847	-	TNFRSF19
cg00509616	15	57592216	57592218	-	GCOM1;MYZAP
cg00509670	14	36661107	36661109	+	PAX9
cg00510787	6	151451810	151451812	+	ARMT1;RMND1
cg00510956	1	32012838	32012840	-	KHDRBS1
cg00511475	16	89171921	89171923	-	CDH15
cg00512031	4	5020248	5020250	+	CYTL1
cg00512279	10	117241479	117241481	+	AL731557.1;SLC18A2
cg00512374	17	40443429	40443431	+	IGFBP4
cg00513220	1	220748780	220748782	+	MTARC2
cg00513467	9	21335551	21335553	-	KLHL9
cg00514407	2	224039908	224039910	+	SERPINE2
cg00514895	4	8592685	8592687	-	CPZ;GPR78
cg00515905	1	109763884	109763886	+	AL158847.1;EPS8L3;GSTM5
cg00516481	21	42653091	42653093	-	PDE9A
cg00518911	7	27181684	27181686	+	HOXA10;HOXA11
cg00518989	22	31212532	31212534	+	LIMK2
cg00519208	1	92792761	92792763	-	EVI5
cg00519627	16	4416648	4416650	-	CORO7;CORO7-PAM16
cg00520135	15	63041646	63041648	+	TPM1
cg00520708	5	134845575	134845577	+	C5orf24;DDX46
cg00521434	1	109539342	109539344	-	GPR61
cg00521598	1	38873740	38873742	+	AL139260.1;AL139260.2;AL139260.3;MYCBP
cg00522034	3	105868876	105868878	-	CBLB
cg00522316	19	6425030	6425032	+	KHSRP
cg00524288	7	48088854	48088856	-	UPP1
cg00528052	1	202808166	202808168	+	KDM5B
cg00528967	13	98576700	98576702	+	STK24;STK24-AS1
cg00532335	10	93757103	93757105	+	LGI1
cg00532890	1	164559444	164559446	-	PBX1
cg00534274	4	138242186	138242188	+	SLC7A11
cg00534856	19	49024213	49024215	+	AC008687.1;CGB3
cg00536175	X	48786615	48786617	-	GATA1
cg00537910	2	219219888	219219890	-	ABCB6;AC068946.2;ATG9A
cg00539322	2	233307713	233307715	-	SAG
cg00539716	2	48314781	48314783	+	AC092650.1;FOXN2
cg00539955	22	43999552	43999554	-	PARVB;SAMM50
cg00540544	1	201507168	201507170	-	AC096677.1;CSRP1
cg00540769	5	81393672	81393674	+	ACOT12
cg00542846	21	26171226	26171228	-	AP000229.1;AP001439.1;APP
cg00544557	21	38206647	38206649	-	AP001425.1;DSCR10;KCNJ15
cg00545573	12	118372630	118372632	-	TAOK3
cg00546491	7	32071449	32071451	+	PDE1C
cg00546897	21	43812350	43812352	+	AATBC
cg00547018	16	5071707	5071709	+	ALG1
cg00547789	X	155264464	155264466	-	RAB39B
cg00547829	17	59892799	59892801	+	RPS6KB1;TUBD1
cg00548060	1	182792769	182792771	-	NPL
cg00548268	7	98616517	98616519	+	NPTX2
cg00550617	17	41249564	41249566	-	KRTAP9-4
cg00551244	8	124171534	124171536	-	FER1L6-AS2
cg00554173	20	3169130	3169132	-	LZTS3
cg00554250	11	47259818	47259820	+	NR1H3
cg00554682	2	184598404	184598406	-	AC096667.1;ZNF804A
cg00554702	11	125626749	125626751	+	CHEK1
cg00556408	22	37104547	37104549	+	TMPRSS6
cg00557354	13	111115551	111115553	-	ARHGEF7;ARHGEF7-AS2
cg00559473	12	53321807	53321809	+	AAAS
cg00560119	9	127611829	127611831	+	STXBP1
cg00563229	1	27959634	27959636	+	AL512288.1;XKR8
cg00563845	3	58332577	58332579	+	PXK
cg00563926	1	91886923	91886925	-	TGFBR3
cg00563932	9	136976596	136976598	-	AL807752.7;PTGDS
cg00564163	7	88306663	88306665	+	STEAP4
cg00565075	22	37848885	37848887	+	ANKRD54;EIF3L;MIR659
cg00565688	1	3651647	3651649	-	TP73;WRAP73
cg00566759	18	31102381	31102383	-	DSC2;DSCAS
cg00567479	2	241356583	241356585	+	FARP2
cg00567749	5	83472088	83472090	-	VCAN
cg00568128	10	114174340	114174342	+	CCDC186;MIR2110
cg00568792	11	125592658	125592660	-	FEZ1;STT3A
cg00569620	3	111978805	111978807	+	ABHD10
cg00571634	3	122415972	122415974	-	AC083798.2;WDR5B
cg00572797	1	24908087	24908089	-	RUNX3
cg00573606	2	237414036	237414038	+	COL6A3
cg00575744	6	32940864	32940866	+	AL645941.2;HLA-DMB
cg00576250	20	46459125	46459127	+	AL031686.1;ZNF663P
cg00577167	9	101435392	101435394	-	ALDOB
cg00577464	7	155812085	155812087	-	SHH
cg00578575	6	170612199	170612201	-	NA
cg00579393	2	79088877	79088879	-	REG1B
cg00579402	19	5838987	5838989	-	FUT6
cg00581156	5	62403588	62403590	-	AC114982.2;DIMT1;IPO11
cg00582372	X	16650658	16650660	+	CTPS2;S100G
cg00582628	8	53851954	53851956	+	RGS20
cg00584022	12	25250232	25250234	-	KRAS
cg00585790	2	108588388	108588390	-	LIMS1
cg00585846	6	31547680	31547682	+	ATP6V1G2;ATP6V1G2-DDX39B;NFKBIL1
cg00586909	6	20534439	20534441	+	CDKAL1
cg00587613	11	67452751	67452753	+	CABP4;GPR152
cg00592315	14	93918264	93918266	-	FAM181A;FAM181A-AS1
cg00594118	9	137255547	137255549	-	NELFB
cg00594952	1	40664968	40664970	-	AL031289.2;RIMS3
cg00596686	X	7219290	7219292	+	STS
cg00597076	17	1492585	1492587	-	MYO1C
cg00598858	19	11435144	11435146	+	CCDC151;PRKCSH
cg00600110	X	8801486	8801488	+	FAM9A
cg00600684	10	120850645	120850647	-	WDR11;WDR11-AS1
cg00601486	12	48329364	48329366	-	AC024257.5;H1-7
cg00602891	17	82450987	82450989	-	AC132938.6;CYBC1
cg00603172	2	241558463	241558465	+	BOK;BOK-AS1
cg00605270	1	27935040	27935042	-	SMPDL3B
cg00609097	1	45491301	45491303	+	AL451136.1;TESK2
cg00611397	20	62192969	62192971	+	MTG2
cg00612467	4	107989920	107989922	-	CYP2U1-AS1;HADH
cg00613255	11	2161145	2161147	-	INS;INS-IGF2
cg00613344	1	222549327	222549329	-	HHIPL2
cg00614413	19	5286582	5286584	-	PTPRS
cg00615241	19	839688	839690	-	PRTN3
cg00615377	22	35840601	35840603	+	RBFOX2
cg00615915	18	63970064	63970066	+	AC009802.1;HMSD;SERPINB8
cg00616129	12	10674414	10674416	-	STYK1
cg00616135	15	63121414	63121416	-	LACTB
cg00616369	2	231464384	231464386	+	NCL
cg00617305	1	201888811	201888813	+	SHISA4
cg00618396	X	155216273	155216275	-	VBP1
cg00619207	1	111200745	111200747	-	CHI3L2;DENND2D
cg00620024	9	125190611	125190613	+	PPP6C
cg00620223	1	214603560	214603562	-	CENPF
cg00620629	6	116668787	116668789	-	ZUP1
cg00620857	14	73591115	73591117	-	AC005225.2;ACOT4
cg00622552	15	75723993	75723995	-	ODF3L1
cg00622677	4	98658096	98658098	-	AC114811.2;TSPAN5
cg00623593	10	126969345	126969347	-	DOCK1
cg00625425	1	62319840	62319842	+	KANK4
cg00625653	3	13879729	13879731	-	WNT7A
cg00626119	1	156815495	156815497	-	NTRK1;SH2D2A
cg00626466	12	64760201	64760203	-	AC078815.1;GNS;TBC1D30
cg00627233	2	79024784	79024786	-	REG3G
cg00627286	4	39527729	39527731	+	UGDH;UGDH-AS1
cg00629217	4	53559181	53559183	-	AC058822.1;LNX1
cg00629585	9	132978604	132978606	+	GFI1B
cg00630164	1	40784389	40784391	-	KCNQ4
cg00630249	1	109494266	109494268	+	CYB561D1
cg00630583	12	132687727	132687729	-	AC135586.2;POLE;PXMP2
cg00631230	12	122266368	122266370	-	AC048338.1;VPS33A
cg00633969	3	122565702	122565704	+	DTX3L;PARP9
cg00634577	6	27831481	27831483	+	NA
cg00635481	6	35259139	35259141	+	ZNF76
cg00636639	9	122264969	122264971	+	MRRF;RBM18
cg00638514	17	74935952	74935954	-	OTOP3
cg00642303	3	195442182	195442184	+	ACAP2
cg00643392	19	12836041	12836043	-	HOOK2;MAST1;RTBDN
cg00644033	7	100947072	100947074	+	NA
cg00645224	7	75092516	75092518	-	GTF2IRD2B
cg00645579	11	617139	617141	-	CDHR5;IRF7
cg00645922	5	115626481	115626483	-	TMED7;TMED7-TICAM2
cg00646140	X	2929519	2929521	+	ARSD
cg00646492	10	104254537	104254539	+	GSTO1
cg00647741	19	58182082	58182084	+	ZNF274
cg00648153	6	73654425	73654427	+	SLC17A5
cg00648883	13	31950623	31950625	-	FRY
cg00650762	1	22710874	22710876	+	EPHB2
cg00650876	1	42682386	42682388	+	AC098484.4;YBX1
cg00651216	6	44245982	44245984	-	HSP90AB1
cg00653387	7	137343788	137343790	-	PTN
cg00654814	17	76868985	76868987	-	MGAT5B
cg00654816	4	4289683	4289685	+	LYAR;ZBTB49
cg00655307	6	151807607	151807609	+	ESR1
cg00655779	2	73233939	73233941	+	CCT7;PRADC1
cg00657095	6	35342345	35342347	+	PPARD
cg00657582	14	21436746	21436748	-	CHD8
cg00658007	1	211492786	211492788	-	AC105275.1;RD3
cg00658626	12	110847174	110847176	-	CCDC63
cg00659129	8	130402367	130402369	-	ASAP1
cg00659953	16	720730	720732	+	ANTKMT
cg00660989	14	44963312	44963314	+	KLHL28;TOGARAM1
cg00661202	3	14125001	14125003	+	CHCHD4;TMEM43
cg00661485	5	170106367	170106369	-	FOXI1
cg00662556	18	77251407	77251409	+	GALR1
cg00662775	X	103585506	103585508	+	TCEAL4
cg00665395	2	218710766	218710768	-	TTLL4
cg00666446	1	247078970	247078972	+	ZNF670;ZNF670-ZNF695
cg00666746	19	15106969	15106971	-	SYDE1
cg00668685	12	56230767	56230769	-	SLC39A5
cg00669623	1	1724427	1724429	-	AL031282.1;AL031282.2;CDK11A
cg00669856	4	123396623	123396625	-	SPRY1
cg00671161	13	52012230	52012232	-	ALG11;ATP7B
cg00672638	5	142769833	142769835	-	ARHGAP26
cg00673020	X	134915647	134915649	+	MOSPD1
cg00673191	21	36164624	36164626	-	CBR3-AS1;DOP1B
cg00674922	3	18424279	18424281	+	SATB1;TBC1D5
cg00676660	3	64686932	64686934	-	ADAMTS9;ADAMTS9-AS2
cg00677811	7	45000721	45000723	-	CCM2
cg00678539	15	56465426	56465428	-	MNS1
cg00679556	6	30113004	30113006	-	TRIM31;TRIM31-AS1
cg00679738	1	231039499	231039501	+	FAM89A
cg00682653	14	67674724	67674726	+	AL049779.1;VTI1B
cg00684178	2	241810984	241810986	+	AC131097.2;NEU4
cg00685836	12	81759476	81759478	+	PPFIA2
cg00686022	12	39626275	39626277	-	C12orf40
cg00686623	11	65181566	65181568	-	AP003068.2;CAPN1
cg00687674	15	69080919	69080921	-	AC027088.2;EWSAT1
cg00687686	16	58463331	58463333	+	NDRG4
cg00688421	4	98260768	98260770	+	AC019077.1;RAP1GDS1
cg00689010	1	160342102	160342104	+	COPA;NCSTN
cg00689014	17	41712885	41712887	+	GAST
cg00689340	2	74441544	74441546	+	RTKN
cg00690049	X	54807810	54807812	-	MAGED2
cg00690280	20	45704093	45704095	+	WFDC10B;WFDC13
cg00690893	X	13688908	13688910	+	RAB9A
cg00691625	9	124507527	124507529	+	NR5A1
cg00691822	X	117972929	117972931	-	KLHL13
cg00692549	1	11012397	11012399	-	AL109811.3;TARDBP
cg00693307	11	118955108	118955110	-	UPK2
cg00695416	21	36070177	36070179	+	AP000688.1;CBR1;SETD4
cg00696900	2	85539907	85539909	-	MAT2A;PARTICL
cg00698688	19	48552174	48552176	-	AC008403.3;SULT2B1
cg00702231	6	144008335	144008337	+	HYMAI;PLAGL1
cg00702729	7	100160030	100160032	+	GAL3ST4;MAP11
cg00704310	19	33797197	33797199	+	KCTD15
cg00704909	11	14499772	14499774	+	AC018523.2;COPB1
cg00705255	19	54223429	54223431	+	AC245052.7;LILRB3;RPS9
cg00706536	17	42457807	42457809	+	ATP6V0A1
cg00707317	1	183418428	183418430	-	NMNAT2
cg00708598	13	52739759	52739761	+	CNMD
cg00708642	14	103334180	103334182	+	EIF5
cg00711916	2	96760536	96760538	+	CNNM4
cg00712898	1	108692585	108692587	-	PRPF38B
cg00714377	20	36646311	36646313	+	SLA2
cg00717862	3	186570981	186570983	+	DNAJB11;TBCCD1
cg00718440	9	21995312	21995314	+	AL359922.1;AL449423.1;CDKN2A;CDKN2B-AS1
cg00718513	2	88915755	88915757	+	IGKV7-3
cg00718748	17	16653556	16653558	+	AC098850.2;ZNF624
cg00720072	10	92291401	92291403	-	CPEB3;MARCHF5
cg00720137	16	80541120	80541122	-	AC105411.1;DYNLRB2
cg00720723	2	202265921	202265923	+	NOP58
cg00722300	19	14027826	14027828	+	RLN3
cg00724662	11	62805720	62805722	+	NXF1
cg00725143	17	47530832	47530834	+	NPEPPS
cg00725635	1	193186675	193186677	-	B3GALT2;CDC73
cg00725777	X	103375482	103375484	-	BEX3
cg00727590	22	31140562	31140564	+	PLA2G3
cg00727947	19	54313828	54313830	-	AC245884.11;LILRA5
cg00728317	16	56658120	56658122	-	MT1F
cg00728398	1	37515097	37515099	+	MEAF6
cg00728602	6	31777149	31777151	-	VWA7
cg00729275	18	26865169	26865171	+	AQP4;AQP4-AS1
cg00729541	9	129036297	129036299	-	MIGA2
cg00729708	15	100544236	100544238	+	CERS3
cg00729875	1	99646156	99646158	+	PALMD
cg00730260	12	24583953	24583955	-	KNOP1P1;LINC00477
cg00731459	2	239401396	239401398	+	HDAC4;HDAC4-AS1
cg00733682	19	12294752	12294754	-	ZNF44
cg00734993	6	36985917	36985919	-	MTCH1
cg00736326	7	99326254	99326256	-	AC004834.1;AC004922.1;ARPC1A
cg00737514	4	37891691	37891693	-	TBC1D1
cg00739120	19	35544972	35544974	-	GAPDHS;TMEM147;TMEM147-AS1
cg00741717	X	12906064	12906066	+	TLR8;TLR8-AS1
cg00743372	6	28141869	28141871	+	ZKSCAN8
cg00744433	21	17511748	17511750	+	CXADR
cg00745543	12	48328970	48328972	-	AC024257.5;H1-7
cg00745735	10	68109102	68109104	+	MYPN
cg00746083	14	21437294	21437296	-	CHD8
cg00746130	6	31703493	31703495	+	ABHD16A;AL662899.1
cg00746981	1	156751348	156751350	-	HDGF;PRCC
cg00747849	22	19177872	19177874	+	SLC25A1
cg00750606	1	20572627	20572629	-	NA
cg00751288	5	131171091	131171093	-	HINT1;LYRM7
cg00754253	11	63491714	63491716	-	PLAAT5
cg00754617	19	48606030	48606032	+	FAM83E;SPACA4
cg00755043	9	88535243	88535245	+	NXNL2
cg00755709	9	101385348	101385350	+	BAAT
cg00756058	13	95644589	95644591	+	DZIP1
cg00756887	1	161089863	161089865	-	NECTIN4
cg00757070	11	118956371	118956373	-	UPK2
cg00757952	22	26618450	26618452	-	CRYBB1
cg00761755	17	1628284	1628286	+	SLC43A2
cg00762512	4	39458985	39458987	-	LIAS;RPL9
cg00763679	2	241314782	241314784	-	HDLBP;SEPTIN2
cg00763889	11	63563071	63563073	-	PLAAT2
cg00766729	19	55624769	55624771	+	ZNF784
cg00766889	10	13348383	13348385	-	SEPHS1
cg00767581	2	176150396	176150398	-	HOXD3;HOXD4;MIR10B
cg00768439	X	93673711	93673713	+	FAM133A;NAP1L3
cg00769470	20	226696	226698	+	DEFB129
cg00769520	12	22335530	22335532	+	ST8SIA1
cg00770279	19	10568631	10568633	-	CDKN2D
cg00770871	12	2890673	2890675	-	TULP3
cg00772000	6	18122817	18122819	-	NHLRC1
cg00775197	6	44297316	44297318	+	AL353588.1;TCTE1;TMEM151B
cg00777121	3	50340759	50340761	-	RASSF1;ZMYND10-AS1
cg00777555	3	57597346	57597348	+	ARF4;ARF4-AS1
cg00778920	11	60906897	60906899	+	AP003721.4;PRPF19
cg00779924	10	8052677	8052679	+	AL390294.1;GATA3;GATA3-AS1
cg00782174	19	46788368	46788370	+	AC008622.2;SLC1A5
cg00782854	20	31723054	31723056	-	ABALON;BCL2L1
cg00783759	4	128062285	128062287	+	LARP1B
cg00784357	7	6374245	6374247	-	RAC1
cg00791249	19	10316045	10316047	-	AC011511.1;AC011511.4;FDX2
cg00792687	8	33512580	33512582	-	SNORD13;TTI2
cg00792740	15	25439340	25439342	+	UBE3A
cg00792849	15	34754408	34754410	-	AC087457.1;GJD2
cg00793648	14	94082421	94082423	-	DDX24;IFI27L1
cg00793774	10	102643949	102643951	+	AL391121.1;TRIM8
cg00795268	11	36272772	36272774	+	COMMD9
cg00795812	2	241859856	241859858	-	PDCD1
cg00796728	11	94543731	94543733	+	FUT4;PIWIL4
cg00798206	3	38165618	38165620	+	OXSR1
cg00799727	X	149688501	149688503	-	MAGEA11
cg00800095	X	153055732	153055734	-	PNMA3
cg00804048	17	7307219	7307221	+	EIF5A
cg00804392	4	40196974	40196976	-	RHOH
cg00806490	16	82627267	82627269	-	CDH13
cg00807586	3	38039298	38039300	-	DLEC1
cg00808492	1	119811535	119811537	+	REG4
cg00810473	15	64151509	64151511	+	SNX22
cg00810495	1	84479183	84479185	+	RPF1
cg00811081	12	47705940	47705942	-	AC004241.1;RPAP3
cg00812502	22	19122361	19122363	-	AC004471.1;DGCR2
cg00814580	19	45177710	45177712	-	BLOC1S3;MARK4;TRAPPC6A
cg00815440	19	29213120	29213122	-	AC007786.1;UQCRFS1
cg00815583	8	28490605	28490607	-	FBXO16
cg00815605	14	73569177	73569179	+	AC005225.2;ACOT2
cg00816620	1	185158368	185158370	+	SWT1;TRMT1L
cg00818693	3	180602175	180602177	+	AC125618.1;TTC14
cg00818872	1	154567794	154567796	-	AL592078.2;CHRNB2
cg00819310	1	115651161	115651163	+	VANGL1
cg00819362	19	36033305	36033307	-	AC002116.2;CLIP3
cg00819696	12	56449231	56449233	-	TIMELESS
cg00821764	3	124730832	124730834	-	UMPS
cg00822607	16	30571596	30571598	+	AC002310.2;ZNF688
cg00823148	2	208147570	208147572	+	CRYGB
cg00824109	12	6607399	6607401	-	AC006064.6;CHD4
cg00825031	8	17246993	17246995	+	CNOT7;VPS37A
cg00826384	7	121873010	121873012	+	PTPRZ1
cg00827369	7	74173922	74173924	+	EIF4H
cg00828602	3	55486805	55486807	+	WNT5A;WNT5A-AS1
cg00830029	12	2834735	2834737	+	ITFG2;NRIP2
cg00830393	3	66501638	66501640	+	LRIG1
cg00831028	20	56468688	56468690	+	RTF2
cg00832517	14	31457585	31457587	-	AL139353.1;DTD2
cg00832994	1	46668613	46668615	-	ATPAF1;TEX38
cg00833393	9	35731640	35731642	+	CREB3;MIR6853;TLN1
cg00833777	16	31260320	31260322	+	ITGAM
cg00834796	5	147782360	147782362	-	JAKMIP2
cg00834958	7	100479523	100479525	-	TSC22D4
cg00836605	7	28180427	28180429	-	JAZF1;JAZF1-AS1
cg00837103	20	62815915	62815917	+	COL9A3
cg00838150	3	69739290	69739292	+	MITF
cg00839584	2	112784513	112784515	+	IL1A
cg00839802	6	119350072	119350074	+	AL078600.1;MAN1A1
cg00840403	16	71526301	71526303	+	CHST4;ZNF19
cg00840516	3	50322665	50322667	+	HYAL2;TUSC2
cg00841581	3	136752319	136752321	-	AC117382.2;STAG1
cg00842351	9	69174736	69174738	+	AL358113.1;TJP2
cg00845900	7	130291888	130291890	+	CPA4
cg00846036	11	84923081	84923083	-	DLG2
cg00848394	3	52154751	52154753	-	POC1A
cg00848397	17	36592163	36592165	+	DHRS11
cg00848461	5	177305091	177305093	-	MXD3;PRELID1;RAB24
cg00848728	1	58250345	58250347	+	DAB1
cg00849368	5	95554706	95554708	-	ARSK;TTC37
cg00850538	2	36354894	36354896	-	CRIM1;CRIM1-DT
cg00852964	6	132714010	132714012	-	VNN1
cg00853068	17	45221224	45221226	+	AC008105.3;FMNL1
cg00854637	16	67806953	67806955	+	RANBP10;TSNAXIP1
cg00854995	5	134177238	134177240	-	AC104109.3;SKP1
cg00856375	2	161308164	161308166	+	AC009299.2;PSMD14
cg00858899	11	69640508	69640510	+	CCND1
cg00859193	13	28658873	28658875	+	POMP
cg00859655	11	7673292	7673294	-	CYB5R2
cg00861635	16	3235424	3235426	-	ZNF200
cg00862041	X	102712088	102712090	+	ARMCX5-GPRASP2;GPRASP2
cg00862290	3	179267184	179267186	-	KCNMB3
cg00862770	6	35687986	35687988	-	FKBP5
cg00864867	12	79691487	79691489	-	AC073569.2;PAWR
cg00870662	18	80247781	80247783	-	PARD6G
cg00871453	8	123072399	123072401	-	TBC1D31
cg00873037	8	11769474	11769476	-	NEIL2
cg00873937	10	68231806	68231808	+	ATOH7
cg00874863	X	112681141	112681143	+	LHFPL1
cg00875272	1	47229648	47229650	-	AL135960.1;TAL1
cg00876704	19	14433871	14433873	+	PKN1
cg00877887	15	45114455	45114457	-	DUOX2;DUOXA2
cg00877964	2	64988503	64988505	-	LINC02245;SLC1A4
cg00881086	3	132723097	132723099	-	NPHP3;NPHP3-ACAD11;NPHP3-AS1
cg00881370	19	11237762	11237764	+	ANGPTL8;DOCK6
cg00882451	16	21211541	21211543	-	ZP2
cg00882832	4	123396827	123396829	-	SPRY1
cg00884221	4	57110748	57110750	-	AC111197.1;IGFBP7;IGFBP7-AS1
cg00884529	7	16646197	16646199	+	ANKMY2;BZW2
cg00885506	9	113340511	113340513	-	WDR31
cg00886554	4	55636430	55636432	-	NMU
cg00887101	11	62653105	62653107	+	AP001458.2;INTS5
cg00887547	12	118373214	118373216	-	TAOK3
cg00887700	12	123633812	123633814	-	EIF2B1;GTF2H3
cg00888007	12	4273017	4273019	-	AC008012.1;CCND2;CCND2-AS1
cg00888479	20	19213179	19213181	-	AL136090.1;AL136090.2;SLC24A3
cg00888561	13	51583773	51583775	+	WDFY2
cg00890257	14	100159418	100159420	+	DEGS2
cg00891278	3	126394940	126394942	+	CCDC37-DT;CFAP100
cg00891541	16	68447583	68447585	-	AC099521.3;SMPD3
cg00892393	16	1861523	1861525	+	MEIOB
cg00892798	17	49495546	49495548	-	AC015656.1;NGFR
cg00893242	7	127651525	127651527	-	AC073934.1;SND1
cg00893636	3	36993348	36993350	-	EPM2AIP1;MLH1
cg00893987	6	42879676	42879678	+	RPL7L1
cg00894577	X	116437523	116437525	+	SLC6A14
cg00895324	21	39866590	39866592	+	PCP4
cg00896220	17	36103124	36103126	+	NA
cg00897329	6	108295083	108295085	-	AFG1L
cg00899086	4	76950140	76950142	+	SEPTIN11
cg00899641	2	197434861	197434863	-	SF3B1
cg00899659	10	45000522	45000524	+	ZNF22;ZNF22-AS1
cg00901493	17	7294055	7294057	-	YBX2
cg00901652	11	10750886	10750888	-	CTR9
cg00901683	7	99439132	99439134	+	ATP5MF-PTCD1;CPSF4;PTCD1
cg00901704	17	75289243	75289245	+	SLC25A19
cg00901766	19	6279534	6279536	+	MLLT1
cg00902195	12	33439564	33439566	+	SYT10
cg00903242	3	196477	196479	+	CHL1;CHL1-AS2
cg00903375	7	66995603	66995605	+	SBDS;TYW1
cg00904483	10	129556608	129556610	-	MGMT
cg00904574	1	44800005	44800007	-	PLK3
cg00905170	8	66429070	66429072	+	AC009879.2;AC009879.4;RRS1;RRS1-AS1
cg00906183	17	81683895	81683897	+	ARL16;HGS
cg00908551	11	22625384	22625386	+	FANCF;GAS2
cg00910067	19	33226638	33226640	+	SLC7A10
cg00910168	12	124989474	124989476	+	DHX37
cg00911351	5	141387687	141387689	-	PCDHGA1;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4
cg00911873	7	18027839	18027841	-	PRPS1L1
cg00912191	5	172282912	172282914	-	UBTD2
cg00912942	1	10964426	10964428	-	C1orf127
cg00915206	2	170816688	170816690	-	AC007405.2;GAD1
cg00915289	1	154974469	154974471	-	CKS1B;MIR4258;SHC1
cg00916199	5	140639701	140639703	+	NDUFA2;TMCO6
cg00916635	1	113871689	113871691	-	AP4B1-AS1;PTPN22
cg00917893	3	58434053	58434055	+	PDHB
cg00918005	2	79026083	79026085	-	REG3G
cg00918794	15	64162741	64162743	+	PPIB
cg00919857	15	51751060	51751062	+	AC026770.1;LYSMD2;TMOD2
cg00920960	X	123859568	123859570	+	XIAP
cg00922727	6	109093919	109093921	+	CEP57L1;SESN1
cg00925229	11	64285074	64285076	-	BAD;GPR137
cg00925717	16	23301826	23301828	-	SCNN1B
cg00929606	7	100082656	100082658	-	ZNF3
cg00929855	6	31815586	31815588	+	HSPA1A;HSPA1L
cg00930078	1	224114250	224114252	-	FBXO28
cg00930194	5	177996596	177996598	-	PROP1
cg00930873	15	58065774	58065776	+	AC025431.1;ALDH1A2
cg00931491	16	28596966	28596968	-	AC009093.11;AC020765.6;SULT1A2
cg00932276	X	13569856	13569858	-	EGFL6
cg00933411	8	13515580	13515582	+	DLC1
cg00935364	11	394606	394608	-	PKP3
cg00935388	14	21057159	21057161	+	NDRG2;RNASE8
cg00935430	1	227563588	227563590	+	ZNF678
cg00936626	3	196967984	196967986	-	PIGZ
cg00939965	X	37386040	37386042	-	AF241726.1;PRRG1
cg00940278	18	22169542	22169544	+	GATA6;GATA6-AS1
cg00940891	4	1012227	1012229	+	FGFRL1
cg00941229	1	150010450	150010452	+	OTUD7B
cg00941549	X	50201621	50201623	-	AKAP4;CCNB3
cg00943245	5	141487818	141487820	-	PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3;PCDHGC4;PCDHGC5
cg00943909	20	58852886	58852888	-	GNAS
cg00943950	5	134371229	134371231	-	AC104109.4;CDKL3;UBE2B
cg00945507	7	54759983	54759985	-	SEC61G;SEC61G-DT
cg00945862	2	74343112	74343114	+	AC006030.1;SLC4A5
cg00947019	7	44848358	44848360	+	H2AZ2;LINC01952
cg00947275	X	65535072	65535074	-	LAS1L
cg00948500	21	30634386	30634388	-	KRTAP20-2
cg00948524	17	30970738	30970740	-	AC138207.4;RNF135
cg00949442	16	2341826	2341828	+	ABCA17P;ABCA3
cg00949554	2	180980761	180980763	-	AC104076.1;UBE2E3
cg00950418	7	105388677	105388679	-	SRPK2
cg00950621	15	81323999	81324001	-	STARD5;TMC3-AS1
cg00951770	14	24272456	24272458	+	AL096870.10;AL096870.12;RABGGTA
cg00953256	11	69654106	69654108	+	CCND1;LTO1
cg00953277	17	76736617	76736619	-	AC005837.2;MFSD11;MIR636;SRSF2
cg00954003	2	84905267	84905269	+	TMSB10;TRABD2A
cg00954566	10	100346647	100346649	-	AL139819.1;SCD
cg00955230	7	74254874	74254876	+	RFC2
cg00955451	15	28921436	28921438	-	APBA2
cg00958517	16	70439412	70439414	+	ST3GAL2
cg00958560	4	5988311	5988313	-	C4orf50
cg00960702	19	47256533	47256535	+	AC008532.1;CCDC9
cg00962459	2	68644509	68644511	-	APLF;PROKR1
cg00962635	X	100731363	100731365	-	SYTL4
cg00962799	X	52622836	52622838	-	SSX8P
cg00964109	15	74461443	74461445	+	UBL7;UBL7-AS1
cg00967316	7	113918738	113918740	+	PPP1R3A
